Date,Open,High,Low,Close,Volume
2024-12-03 03:00:00,28.429,28.7026,28.4025,28.6673,20615600
2024-12-04 03:00:00,28.6055,28.9938,28.5613,28.8438,22165100
2024-12-05 03:00:00,29.1086,29.5675,28.9497,29.4616,32610100
2024-12-06 03:00:00,29.3733,29.4704,28.8438,28.8614,21387700
2024-12-09 03:00:00,28.9056,29.241,28.9056,29.0026,16171800
2024-12-10 03:00:00,28.8967,29.2763,28.8614,29.1174,18930200
2024-12-11 03:00:00,29.1439,29.7882,28.8173,29.3998,31761400
2024-12-12 03:00:00,29.1262,29.2851,28.5702,28.6673,24253200
2024-12-13 03:00:00,28.7114,28.7996,28.2877,28.2966,24698200
2024-12-16 03:00:00,28.2524,28.3407,27.9876,27.9876,33022600
2024-12-17 03:00:00,28.0671,28.4025,27.8906,28.1377,40112700
2024-12-18 03:00:00,28.0406,28.1024,27.2462,27.3345,51323900
2024-12-19 03:00:00,27.5287,27.8376,27.2816,27.4846,47032100
2024-12-20 03:00:00,27.4139,27.8199,27.4139,27.8023,53091500
2024-12-23 03:00:00,27.4757,27.6346,27.1403,27.2639,27736400
2024-12-26 03:00:00,27.2286,27.564,27.1756,27.4404,20545700
2024-12-27 03:00:00,27.4934,27.564,27.1668,27.1668,13592800
2024-12-30 03:00:00,27.2462,27.4228,27.1227,27.1227,28377300
